Address,Lat,Long,Mls Number
"#910 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6700476317047,-79.3861084087499,C4668099
"2 GLASGOW ST|Toronto, Ontario M5T2B9",43.6566577,-79.3986326,C4604440
"#109 -90 NIAGARA ST|Toronto, Ontario M5V0P9",43.6417684,-79.4038314,C4669934
"#2210 -100 HARBOUR ST|Toronto, Ontario M5J1B7",43.6418064,-79.3789807,C4673272
"#3709 -88 BLUE JAYS WAY|Toronto, Ontario M5V0L7",43.6455046,-79.3924571,C4671511
"97 CLAREMONT ST|Toronto, Ontario M6J2M7",43.6490877,-79.4105377,C4682182
"#3835 -5 MABELLE AVE|Toronto, Ontario M9A4Y1",43.6460074,-79.5264326,W4666480
"#2110 -300 BLOOR ST E|Toronto, Ontario M4W3Y2",43.6721518,-79.3799048,C4674302
"626 SCARLETT RD|Toronto, Ontario M9P2S8",43.6920827,-79.5174637,W4681407
"20 PLEASANT HOME BLVD|Toronto, Ontario M3M2B5",43.7277854,-79.4845519,W4671708
"93 HIGHVIEW AVE|Toronto, Ontario M1N2H6",43.7006452,-79.2615288,E4648079
"69 MEADOW OAK PL|Toronto, Ontario M9N3Z6",43.7124626,-79.5291463,W4643917
,,,
"#1605 -88 BLUE JAYS WAY|Toronto, Ontario M5V2G3",43.6455046,-79.3924571,C4610687
"#505 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4651522
"38 MIRANDA AVE|Toronto, Ontario M6E4G2",43.6960832,-79.4559264,W4553932
"21 REDNOR RD|Toronto, Ontario M4C4B3",43.6973277,-79.318906,E4599976
"#3502 -397 FRONT ST W|Toronto, Ontario M5V3S1",43.642653,-79.3934868,C4657159
"#1213 -168 SIMCOE ST|Toronto, Ontario M5H4C9",43.6500917,-79.3873738,C4665426
"#306 -2010 ISLINGTON AVE|Toronto, Ontario M9P3S8",43.6984965,-79.5481243,W4669674
"#313 -120 PARLIAMENT ST|Toronto, Ontario M5A0N6",43.6539272,-79.3638934,C4667739
"#2907 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4676507
"#5408 -386 YONGE ST|Toronto, Ontario M5B0A5",43.659329,-79.3826747,C4673121
"#701 -170 CHILTERN HILL RD|Toronto, Ontario M6C0A9",43.7002209,-79.4277612,C4666514
"191 GLEBEMOUNT AVE|Toronto, Ontario M4C3T2",43.6910079,-79.3202571,E4673952
"#103 -900 MOUNT PLEASANT RD|Toronto, Ontario M4P3J9",43.7115287,-79.3916203,C4678818
"#PH03 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4545218
"#3103 -10 YORK ST|Toronto, Ontario M5J2L9",43.6410976,-79.3812247,C4676905
"#3003 -10 YORK ST|Toronto, Ontario M5J2L9",43.6410976,-79.3812247,C4676918
"16 BRYANT AVE E|Toronto, Ontario M4C5G8",43.6930784,-79.2902579,E4635188
"8 FEATHERWOOD PL|Toronto, Ontario M9A4V6",43.680619,-79.5209335,W4668585
"#4808 -14 YORK ST|Toronto, Ontario M5J0B1",43.6418503,-79.3822455,C4659151
"#209 -295 DAVENPORT RD|Toronto, Ontario M5R1K5",43.6742994,-79.4001497,C4675149
"#TH01 -99 BROADWAY AVE|Toronto, Ontario M4P1V2",43.7106623,-79.3934822,C4539514
"#TH103 -507 KINGSTON RD|Toronto, Ontario M4L1V5",43.677471,-79.3022569,E4676716
"1010 MOUNT PLEASANT RD|Toronto, Ontario M4P2M3",43.7143325,-79.39259,C4678051
"110 PLATEAU CRES|Toronto, Ontario M3C1M8",43.7335824,-79.3363985,C4679407
"#1115 -1001 BAY ST|Toronto, Ontario M5S3A6",43.6655168,-79.3870963,C4672794
"#317 -223 ST. CLAIR AVE W|Toronto, Ontario M4V1R3",43.6856789,-79.404689,C4671435
"#LPH02 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4651526
"3101 -  390 Cherry Street|Toronto, Ontario M5A0E2",43.649943,-79.35676,30788100
"#3101 -390 CHERRY ST|Toronto, Ontario M5A3L7",43.6505536,-79.3573819,C4679965
"#610 -111 ST CLAIR AVE W|Toronto, Ontario M4V1N5",43.6867088,-79.3992577,C4682023
"#301 -507 KINGSTON RD|Toronto, Ontario M4L1V5",43.677471,-79.3022569,E4676747
"#1307 -25 BROADWAY AVE|Toronto, Ontario M4P1T7",43.7098768,-79.3958574,C4651095
"#1513 -576 FRONT ST W|Toronto, Ontario M5V1C1",43.6410714,-79.400252,C4669325
"#1710 -1 BLOOR  ST E|Toronto, Ontario M4W1A9",43.6697472,-79.3858871,C4679463
"#5704 -388 YONGE ST|Toronto, Ontario M5B0A5",43.6595342,-79.3828255,C4672292
"#416 -711 BAY ST|Toronto, Ontario M5G2J8",43.6588103,-79.3846429,C4667080
"#1007 -576 FRONT WEST ST|Toronto, Ontario M5V1C1",43.6410714,-79.400252,C4651478
"#4703 -14 YORK ST|Toronto, Ontario M5J2Z2",43.6418503,-79.3822455,C4622731
"#307 -90 NIAGARA ST|Toronto, Ontario M5V0P9",43.6417684,-79.4038314,C4679248
"#2404 -180 UNIVERSITY AVE|Toronto, Ontario M5H0A2",43.648953,-79.3857683,C4662392
"81A VANBRUGH AVE|Toronto, Ontario M1N3T1",43.71087,-79.2553369,E4611366
"#2003 -3 CONCORDE PL|Toronto, Ontario M3C3K7",43.7279942,-79.3279847,C4659392
"329 NAIRN AVE|Toronto, Ontario M6E4H9",43.6861034,-79.4521607,W4676470
"15 DIXON RD|Toronto, Ontario M9P2K9",43.7008038,-79.5280484,W4608279
"#3112 -300 FRONT ST W|Toronto, Ontario M5V0E9",43.6441277,-79.3894058,C4674935
"#3709 -65 ST MARY ST|Toronto, Ontario M5S0A6",43.6672109,-79.3891532,C4634302
"#TH7 -1603 EGLINTON AVE W|Toronto, Ontario M6E2H1",43.6969107,-79.4430945,C4525604
"#503 -1555 AVENUE RD|Toronto, Ontario M5M4M2",43.7243795,-79.4160505,C4666401
"#3318 -98 LILLIAN ST|Toronto, Ontario M4S0A5",43.7070228,-79.3941303,C4643803
"#S1501 -120 BAYVIEW AVE|Toronto, Ontario M5A3R7",43.6540854,-79.3541717,C4647658
,,,
"783 BATHURST ST|Toronto, Ontario M5S0A8",43.6645795,-79.4106917,C4674599
"#2905 -832 BAY ST|Toronto, Ontario M5S1Z6",43.661927,-79.3865112,C4634111
"#301 -300 BLOOR ST E|Toronto, Ontario M4W3Y2",43.6721518,-79.3799048,C4678329
"#1107 -11 CHARLOTTE ST|Toronto, Ontario M5V0M6",43.6464107,-79.3934801,C4630974
"#1307 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6702,-79.3865,C4576099
"7 FERNCROFT DR|Toronto, Ontario M1N2X3",43.6854739,-79.276805,E4676502
"315 HOPEWELL AVE|Toronto, Ontario M6E2S1",43.7007558,-79.4412262,W4666977
"274 GARY DR|Toronto, Ontario M9N2N3",43.7098456,-79.525294,W4653780
"#4305 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6702,-79.3865,C4661492
"#4909 -197 YONGE ST|Toronto, Ontario M5B1M4",43.6535246,-79.3792385,C4647839
"#2407 -11 CHARLOTTE ST|Toronto, Ontario M5V0M6",43.6464107,-79.3934801,C4665007
"#305 -1249 QUEEN ST E|Toronto, Ontario M4L1C2",43.6634245,-79.3292709,E4665088
"#710 -875 QUEEN ST E|Toronto, Ontario M4M1J2",43.6600075,-79.3432223,E4674686
"#4001 -300 FRONT ST W|Toronto, Ontario M5V0E9",43.6441277,-79.3894058,C4680054
"53 JAY ST|Toronto, Ontario M6L2L9",43.717529,-79.477046,W4615573
"#201 -507 KINGSTON RD|Toronto, Ontario M4L1V5",43.677471,-79.3022569,E4676795
"#605 -1630 QUEEN ST E|Toronto, Ontario M4L2K6",43.6666437,-79.3159457,E4671923
"#402 -1080 BAY ST|Toronto, Ontario M5S0A5",43.6669805,-79.3888889,C4644160
"#516 -50 POWER ST|Toronto, Ontario M5A3A6",43.6545982,-79.3632538,C4666354
"#818 -111 BATHURST ST|Toronto, Ontario M5V2R1",43.6447681,-79.4026,C4670992
"#4704 -5 ST JOSEPH ST|Toronto, Ontario M4Y1J6",43.6657528,-79.3855792,C4675927
"#3909 -65 ST MARY ST|Toronto, Ontario M5S0A6",43.6672109,-79.3891532,C4645912
"#1504 -170 AVENUE RD|Toronto, Ontario M5R0A4",43.6752958,-79.3972626,C4643539
"#602 -608 RICHMOND ST W|Toronto, Ontario M5V0N9",43.6468075,-79.4027979,C4665542
"#2209 -197 YONGE ST|Toronto, Ontario M5B1M4",43.6535246,-79.3792385,C4656306
"#501 -21 SCOLLARD ST|Toronto, Ontario M5R1G1",43.6723158,-79.3888155,C4628938
"#101 -9 TIPPETT RD|Toronto, Ontario M3H2V1",43.733207,-79.4459517,C4646843
"#5504 -8 THE ESPLANADE ST|Toronto, Ontario M5E0A6",43.6461582,-79.3764182,C4638029
"#3802 -16 HARBOUR ST|Toronto, Ontario M5J2Z7",43.6430094,-79.3768011,C4665751
"#6508 -14 YORK ST|Toronto, Ontario M5J0B1",43.6418503,-79.3822455,C4677229
"#318 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6697472,-79.3858871,C4608366
"#1906 -801 BAY ST|Toronto, Ontario M5S1Y9",43.6611321,-79.3857111,C4679806
"#3702 -386 YONGE ST|Toronto, Ontario M5B0A5",43.659329,-79.3826747,C4658731
"145 VEROBEACH BLVD|Toronto, Ontario M9M1R2",43.734164,-79.5452185,W4678319
"9 MUNFORD CRES|Toronto, Ontario M4B1B9",43.7007705,-79.302299,E4671006
"212 WOODMOUNT AVE|Toronto, Ontario M4C3Z6",43.6926133,-79.3186192,E4682394
"17 OAK ST|Toronto, Ontario M5A0A2",43.660768,-79.3656539,C4668258
"#1209 -29 QUEENS QUAY E|Toronto, Ontario M5E0A4",43.6413595,-79.3725145,C4678682
"696 ADELAIDE ST W|Toronto, Ontario M6J1B1",43.645586,-79.4025845,C4667717
"#2406 -70 DISTILLERY LANE|Toronto, Ontario M5A0E3",43.6503953,-79.3581104,C4681774
"#420 -9 BOARDWALK DR|Toronto, Ontario M4L6T1",43.6640860152707,-79.3097606825839,E4679066
"#409 -9 BOARDWALK DR|Toronto, Ontario M4L6T1",43.6642476,-79.3095407,E4674301
"#3901 -1 BLOOR ST|Toronto, Ontario M4W1A9",43.6702,-79.3865,C4657583
"#1605 -35 HAYDEN ST|Toronto, Ontario M4Y3C3",43.6694425,-79.3846115,C4682451
"513 RUSHTON RD|Toronto, Ontario M6C2Y6",43.6869351,-79.4296643,C4677944
"71 GLEN DAVIS CRES|Toronto, Ontario M4E1X7",43.6792715,-79.3012411,E4676427
"#111 -35 BRIAN PECK CRES|Toronto, Ontario M4G0A5",43.7146689,-79.3545641,C4677818
"#402 -41 DOVERCOURT RD|Toronto, Ontario M6J3C2",43.6416552,-79.4212886,C4673044
"#2905 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4676537
"#LPH01 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4676572
"141 CLAREMONT ST|Toronto, Ontario M6J2M7",43.6501381,-79.4109664,C4676901
"#3002 -180 UNIVERSITY AVE|Toronto, Ontario M5H0A2",43.648953,-79.3857683,C4669433
"61 SPARROW AVE|Toronto, Ontario M6A1L5",43.721596,-79.4512416,W4568801
"701 COXWELL AVE|Toronto, Ontario M4C3C1",43.6838938,-79.3235497,E4538092
"#615 -1177 YONGE  ST|Toronto, Ontario M4T2Y4",43.6828728,-79.391517,C4666558
"#311 -501 ADELAIDE ST W|Toronto, Ontario M5V1T4",43.6454035,-79.4014137,C4613991
"#5809 -197 YONGE ST|Toronto, Ontario M5B1M4",43.6535246,-79.3792385,C4675689
"#808 -33 LOMBARD ST|Toronto, Ontario M5C3H8",43.6516117,-79.3753344,C4667780
"#3807 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6702,-79.3865,C4657609
"#2213 -155 YORKVILLE AVE|Toronto, Ontario M5R1C4",43.6703202,-79.3944332,C4664310
"#3011 -7 GRENVILLE ST|Toronto, Ontario M4Y1A1",43.6619821,-79.3838754,C4670964
"127 NORTHCLIFFE BLVD|Toronto, Ontario M6E3K5",43.6796114,-79.4410394,C4403740
"99A WALMER RD|Toronto, Ontario M5R2X6",43.6716703,-79.4068097,C4671818
"99A Walmer Road|Toronto, Ontario M5R2X6",43.671665,-79.406795,H4070758
"#2806 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4676557
"#2411 -215 QUEEN ST W|Toronto, Ontario M5V0P5",43.6505077,-79.3878689,C4653505
"#1604 -51 TROLLEY CRES|Toronto, Ontario M5A0E9",43.6569834,-79.3553724,C4674821
"31 PENDEEN AVE|Toronto, Ontario M6N2P4",43.6790818,-79.4991022,W4669922
"#3807 -825 CHURCH ST|Toronto, Ontario M4W3Y8",43.6729415,-79.386777,C4652683
"1 WESTON WOOD  RD|Toronto, Ontario M9P1R7",43.6917932,-79.5304103,W4682445
"98B FALSTAFF AVE|Toronto, Ontario M6L2E4",43.7172549,-79.4997252,W4676709
"89 MANIZA RD|Toronto, Ontario M3K1R9",43.736332,-79.4645705,W4633488
"#306 -3 SOUTHVALE DR|Toronto, Ontario M4G1G1",43.7020897,-79.3613839,C4615565
"#2008 -88 BLUE JAYS WAY|Toronto, Ontario M5V2G3",43.6455046,-79.3924571,C4638303
"#603 -3 SOUTHVALE DR|Toronto, Ontario M4G1G1",43.7020897,-79.3613839,C4621085
"13 BUTTERWORTH AVE|Toronto, Ontario M1L1G9",43.6964197,-79.2730067,E4672504
"#340 -1005 KING ST W|Toronto, Ontario M6K3M8",43.6413624,-79.414053,C4676692
"523 LANSDOWNE AVE|Toronto, Ontario M6H3Y2",43.6554913,-79.441476,C4551408
"#4402 -16 BONNYCASTLE ST|Toronto, Ontario M5A4M6",43.6461433,-79.3650321,C4680874
"#2313 -155 YORKVILLE AVE|Toronto, Ontario M5R0B4",43.6703202,-79.3944332,C4638487
"#2805 -33 MILL ST|Toronto, Ontario M5A3R3",43.6502401,-79.3609196,C4666532
"#1003 -260 HEATH ST W|Toronto, Ontario",43.6863772,-79.4150239,C4676888
"#1909 -100 HAYDEN ST|Toronto, Ontario M4Y3C7",43.6705316,-79.3816952,C4674659
"#108 -278 BLOOR ST E|Toronto, Ontario M4W3M4",43.6721683,-79.3804767,C4677542
"579 A KENNEDY RD|Toronto, Ontario M1K2B2",43.7232274,-79.2637691,E4677273
"#1804 -200 BLOOR ST W|Toronto, Ontario M5S1T8",43.6686563,-79.3953538,C4665814
"#2801 -35 HAYDEN ST|Toronto, Ontario M4Y3C3",43.6694425,-79.3846115,C4658750
"#TH 4 -4 VICTORIA ST|Toronto, Ontario M5E1L4",43.6488757,-79.3764723,C4680435
"35 FLEMING CRES|Toronto, Ontario M4G2A9",43.7083362,-79.3731561,C4675535
"82 FORMAN AVE|Toronto, Ontario M4S2R5",43.7025397,-79.3818727,C4678421
"60 LEMONWOOD DRIVE|Toronto, Ontario M9A4L5",43.682331,-79.518167,239896
"#3013 -155 YORKVILLE AVE|Toronto, Ontario M5R1C4",43.6703202,-79.3944332,C4629890
"419 CRAWFORD ST|Toronto, Ontario M6G3J7",43.6557977,-79.4192384,C4680484
"#14A -570 WELLINGTON ST W|Toronto, Ontario",43.6426297,-79.4029299,C4682205
"166 LA ROSE AVE|Toronto, Ontario M9P1B4",43.6848911,-79.5254572,W4677115
"#615 -350 LONSDALE RD|Toronto, Ontario M5P1R6",43.6884713,-79.4146711,C4667215
"48 YORKDALE CRES|Toronto, Ontario M9M1C1",43.717405,-79.5349432,W4636879
"PH4506 -  38 Grenville Street|Toronto, Ontario M4Y1A5",43.661832,-79.385743,30785131
"#PH4506 -38 GRENVILLE ST|Toronto, Ontario M4Y1A5",43.6618956,-79.3857479,C4667819
"27 HARTSDALE DR|Toronto, Ontario M9R2S3",43.6862228,-79.543506,W4619119
"#1702 -480 FRONT ST W|Toronto, Ontario",43.6421574,-79.3974198,C4638050
"#PH01 -763 BAY ST|Toronto, Ontario M5G2R3",43.6601025,-79.3850843,C4671449
"#401 -507 KINGSTON RD|Toronto, Ontario M4L1V5",43.677471,-79.3022569,E4676870
"31 LOCKHEED BLVD|Toronto, Ontario M9P2H7",43.6988199,-79.5282582,W4656549
"1B ELHURST COURT CRT|Toronto, Ontario M6N4N9",43.6849514,-79.4908061,W4637904
"#1010 -832 BAY ST|Toronto, Ontario M5S1Z6",43.661927,-79.3865112,C4651772
"#614 -1177 YONGE ST|Toronto, Ontario M4T2Y4",43.6828728,-79.391517,C4645820
"#1007 -195 MERTON ST|Toronto, Ontario M4S3H6",43.6970158,-79.3906374,C4682063
"343A SCARBOROUGH RD|Toronto, Ontario M4E3M9",43.6824105,-79.2876437,E4679538
"101 BROOKVIEW DR|Toronto, Ontario M6A2K5",43.7233962,-79.4382919,C4621860
"65 MAYBOURNE AVE|Toronto, Ontario M1L2W1",43.7034156,-79.291193,E4677257
"#1102 -55 SCOLLARD ST|Toronto, Ontario M5R0A1",43.6722946,-79.3895506,C4661425
"#919 -29 QUEENS QUAY E|Toronto, Ontario M5E0A4",43.6413595,-79.3725145,C4664739
"1204 ISLINGTON AVE|Toronto, Ontario M8Z4T1",43.6432369,-79.52316,W4662414
"##210 -350 LONSDALE RD|Toronto, Ontario M5P1R6",43.6884713,-79.4146711,C4664220
"#1904 -200 BLOOR ST W|Toronto, Ontario M5S0B1",43.6686563,-79.3953538,C4655810
"#1207 -608 RICHMOND ST W|Toronto, Ontario M5V0N9",43.6468075,-79.4027979,C4665514
"330 LEE AVE|Toronto, Ontario M4E2P8",43.6771879,-79.3010442,E4679102
"58 MCADAM AVE|Toronto, Ontario M6A1S7",43.7220508,-79.460742,W4642618
"1213 GLENCAIRN AVE|Toronto, Ontario M6B2B6",43.7048898,-79.4630215,W4661874
"#5105 -2191 YONGE ST|Toronto, Ontario M4S2B1",43.7056569,-79.3974547,C4670671
"492 INDIAN GRVE|Toronto, Ontario M6P2H9",43.6642978,-79.462489,W4676394
"321 LAIRD DR|Toronto, Ontario M4G3X7",43.7160836,-79.3654975,C4679142
"#3702 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4639291
"#3802 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4648677
"280 KEELE ST|Toronto, Ontario M6P2K4",43.6624436,-79.4634702,W4678000
"#401 -200 BLOOR ST W|Toronto, Ontario M5S1T8",43.6686563,-79.3953538,C4681806
"283 WOBURN AVE|Toronto, Ontario M5M1L1",43.7262182,-79.4120615,C4677346
"94 HOLLYWOOD  CRES|Toronto, Ontario M4L2K6",43.6789129,-79.3154842,E4676653
"131 BOWIE AVE|Toronto, Ontario M6E2R1",43.6960175,-79.4571653,W4675249
"43 SPARROW AVE|Toronto, Ontario M6A1L5",43.7211835,-79.4530065,W4677506
"4 ST ANNES RD|Toronto, Ontario M6J2C1",43.6518548,-79.4259463,C4680623
"#901 -41 DOVERCOURT RD|Toronto, Ontario M6J3C2",43.6416552,-79.4212886,C4587579
"292 GARDEN  AVE|Toronto, Ontario M6R1J6",43.6418754,-79.4527208,W4681864
"#2005 -3 CONCORDE PL|Toronto, Ontario M3C3K7",43.7279942,-79.3279847,C4649732
"#1705 -170 AVENUE RD|Toronto, Ontario M5R0A4",43.6752958,-79.3972626,C4650285
"#1202 -15 MERCHANTS' WHARF|Toronto, Ontario M5A0N8",43.6451103,-79.3645226,C4638023
"22 CARHARTT AVE|Toronto, Ontario M6A1X8",43.733980875158,-79.4356966539673,C4679240
"#801 -200 BLOOR ST W|Toronto, Ontario M5S0B1",43.6686563,-79.3953538,C4671344
"211 GARDEN AVE|Toronto, Ontario M6R1H9",43.6430977,-79.4491166,W4677872
"#1515 -480 FRONT ST|Toronto, Ontario",43.6421574,-79.3974198,C4638035
"#703 -55 SCOLLARD ST|Toronto, Ontario M5R0A1",43.6722946,-79.3895506,C4628055
"#303 -7 THORNWOOD RD|Toronto, Ontario M4W2R8",43.6814467,-79.3843948,C4673455
"#201 -500 AVENUE RD|Toronto, Ontario M4V2J6",43.6882273,-79.4026627,C4661861
"24B MONTANA AVE|Toronto, Ontario M3M1B6",43.7211215,-79.5018259,W4641266
"#701 -1350 KINGSTON RD|Toronto, Ontario",43.6858439,-79.2741329,E4609907
"92 MCGILL ST|Toronto, Ontario M4K3V8",43.6608611,-79.378495,C4679569
"#334 -20 BURKEBROOK PL|Toronto, Ontario M4G0A1",43.7180346,-79.3765717,C4644506
"27 ROWLAND ST|Toronto, Ontario M6P1M2",43.6599179,-79.4725805,W4677641
"#528 -1 OLD MILL DR|Toronto, Ontario M6S0A1",43.6487175,-79.4861836,W4680042
"24 HOWBERT DR|Toronto, Ontario M9N3L2",43.7108154,-79.5261392,W4643468
"282 MANOR RD E|Toronto, Ontario M4S1S2",43.7054722,-79.3838417,C4681923
"182 PAPE AVE|Toronto, Ontario M4M2V8",43.6636948,-79.338718,E4679655
"#803 -128 PEARS AVE|Toronto, Ontario M5R1T2",43.6755128,-79.3977108,C4651049
"#416 -1177 YONGE ST|Toronto, Ontario M4T2Y4",43.6828728,-79.391517,C4653715
"53 EATON AVE|Toronto, Ontario M4J2Z4",43.6811257,-79.3434582,E4678239
"110 RICHARDSON AVE|Toronto, Ontario M6M3S1",43.6956876,-79.473179,W4677440
"#311 -20 BURKEBROOK PL|Toronto, Ontario M4G0A1",43.7180346,-79.3765717,C4681738
"2A METHUEN AVE|Toronto, Ontario M6S1Z5",43.6562166,-79.4874682,W4679325
"143 MONTROSE AVE|Toronto, Ontario M6J2T6",43.6536936,-79.4170509,C4660653
"#2906 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4626073
"1844 LAKE SHORE BLVD E|Toronto, Ontario M4L6S8",43.6650796,-79.3056448,E4678503
"29 RIDGEMOUNT RD|Toronto, Ontario M9P1C4",43.6872215,-79.5210095,W4679277
"218 HANNA RD|Toronto, Ontario M4G3P1",43.7116833,-79.3718766,C4671626
"186 RUSTIC RD|Toronto, Ontario M6L1W1",43.7139454,-79.4981137,W4622517
"62 WOODBINE AVE|Toronto, Ontario M4L2A2",43.6667196,-79.3051923,E4676781
"#602 -159 FREDERICK ST|Toronto, Ontario M5A4P1",43.6506633,-79.3691568,C4616153
"602 -  159 FREDERICK Street|Toronto, Ontario M5A4P1",43.651177,-79.369386,30773689
"152 MORNINGSIDE AVE|Toronto, Ontario M6S1E3",43.6440079,-79.4824121,W4679985
"#5104 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6702,-79.3865,C4629894
"62 CRAIGHURST AVE|Toronto, Ontario M4R1J8",43.7153186,-79.4020893,C4679265
"149 WHEELER AVE|Toronto, Ontario M4L3V5",43.6750244,-79.3007327,E4674520
"#501 -3 SOUTHVALE DR|Toronto, Ontario M4G1G1",43.7020897,-79.3613839,C4605271
"#413 -280 HOWLAND AVE|Toronto, Ontario",43.6735127,-79.4120057,C4641658
"56 JOANITH DR|Toronto, Ontario M4B1S7",43.7077768,-79.3067014,E4635116
"18 CARTWRIGHT AVE|Toronto, Ontario M6A1T7",43.7237232,-79.4584785,W4613147
"2513 B KEELE ST|Toronto, Ontario M6L2N7",43.7138576,-79.4787538,W4619917
"262 BLACKTHORN AVE|Toronto, Ontario M6N3H8",43.6803172,-79.4613544,W4631385
"#3304 -10 INN ON THE PARK DR|Toronto, Ontario",43.7190530339641,-79.3492273653914,C4620628
"12 CARHARTT AVE|Toronto, Ontario M6A1X8",43.7337506464366,-79.4354251655397,C4679425
"1023 KIPLING AVE|Toronto, Ontario M9B3L5",43.6454033,-79.536621,W4654216
"51 MOUNTVIEW AVE|Toronto, Ontario M6P2L5",43.6562724,-79.4614378,W4658427
"#706 -255 THE KINGSWAY|Toronto, Ontario",43.6608171,-79.51859,W4606517
"#1101 -240 HEATH ST W|Toronto, Ontario M5P3L5",43.6868234,-79.4135359,C4666561
"445 WHITMORE AVE|Toronto, Ontario M6E2N6",43.6988021,-79.4464023,W4662697
"454 WHITMORE AVE|Toronto, Ontario M6E2N7",43.6989827,-79.4472484,W4633753
"#3002 -32 DAVENPORT RD|Toronto, Ontario M5R1H3",43.6732718,-79.3898897,C4641846
"470 SAMMON AVE|Toronto, Ontario M4J2B2",43.6881,-79.3297666,E4609064
"#3806 -311 BAY ST|Toronto, Ontario M5H4G5",43.6496844,-79.3804133,C4680419
"#1202 -63 ST CLAIR AVE W|Toronto, Ontario M4V2Y9",43.686598,-79.3972378,C4664181
"#803 -55 SCOLLARD ST|Toronto, Ontario M5R0A1",43.6722946,-79.3895506,C4585780
"#201 -55 SCOLLARD ST|Toronto, Ontario M5R0A1",43.6722946,-79.3895506,C4620535
"40 PEVERIL HILL N|Toronto, Ontario M6C3B1",43.7002153,-79.4267484,C4679105
"370 RHODES AVE|Toronto, Ontario M4L3A5",43.674927,-79.321668,E4615416
"#607 -1888 BAYVIEW AVE|Toronto, Ontario M4G3E4",43.7173741,-79.3786732,C4672805
"9 ROLLET DR|Toronto, Ontario M6L1J8",43.7119707,-79.4726684,W4668717
"#1106 -608 RICHMOND ST W|Toronto, Ontario M5V1Y9",43.6468075,-79.4027979,C4661640
"52 TECUMSETH ST|Toronto, Ontario M5V2R8",43.6423873,-79.405002,C4676446
"47 WILLIAM CRAGG DR|Toronto, Ontario M3M1T8",43.7231713,-79.5047692,W4672324
"308 MERTON ST|Toronto, Ontario M4S1A9",43.6982856,-79.3872988,C4666947
"687 PAPE AVE|Toronto, Ontario M4K3S6",43.6782532,-79.3444215,E4666136
"3035 WESTON RD|Toronto, Ontario L3R9V2",43.7298213,-79.5363704,W4404962
"18 1/2 NASSAU ST|Toronto, Ontario M5T1M2",43.655869,-79.3997669,C4466738
"#6108 -7 GRENVILLE  ST|Toronto, Ontario M4Y1A1",43.6619821,-79.3838754,C4645249
"#4102 -311 BAY ST|Toronto, Ontario M5H4G5",43.6496844,-79.3804133,C4662534
"#309 -19 LOWER VILLAGE GATE|Toronto, Ontario M5P3L9",43.6875155,-79.415298,C4666281
"#;PH1106 -400 WELLINGTON ST W|Toronto, Ontario M5V1E3",43.6441146,-79.3959355,C4669848
"#5903 -7 GRENVILLE ST|Toronto, Ontario M4Y1A1",43.6619821,-79.3838754,C4672062
"#TH106 -825 CHURCH ST|Toronto, Ontario M4W3Z4",43.6729415,-79.386777,C4663520
"#C -161 PALMERSTON AVE|Toronto, Ontario M6J2J3",43.652305,-79.4085457,C4663719
"#611 -501 ADELAIDE ST W|Toronto, Ontario M5V1T4",43.6454035,-79.4014137,C4670746
"668 GREENWOOD AVE|Toronto, Ontario M4J4B5",43.681987,-79.332851,E4666744
"#4703 -311 BAY ST|Toronto, Ontario M5H4G5",43.6496844,-79.3804133,C4671413
"#3107 -180 UNIVERSITY AVE|Toronto, Ontario M5H0A2",43.648953,-79.3857683,C4660619
"159 BELLWOODS  AVE|Toronto, Ontario M6J2P6",43.6500388,-79.4121867,C4676206
"48 SPRUCE ST|Toronto, Ontario M5A2H9",43.6639319,-79.3653367,C4674441
"139 AMELIA ST|Toronto, Ontario M4X1E6",43.6682381,-79.3638477,C4669652
"#702 -3 SOUTHVALE DR|Toronto, Ontario M4G1G1",43.7020897,-79.3613839,C4608450
"#503 -128 PEARS AVE|Toronto, Ontario M5R1T2",43.6755128,-79.3977108,C4651054
"38 BLAIR ATHOL CRES|Toronto, Ontario M9A1X5",43.6677234,-79.545482,W4673425
"#6504 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6697472,-79.3858871,C4653342
"76 SUMMERHILL GDNS|Toronto, Ontario M4T1B4",43.6839074,-79.3857587,C4517894
