Address,Lat,Long,Mls Number
"9 COBBLE HILLS|Toronto, Ontario M9A3H6",43.6724498,-79.523494,W4592734
"109 HEATH ST W|Toronto, Ontario M4V1T5",43.6889749,-79.4001843,C4680900
"#TH1 -67 ST MARY ST S|Toronto, Ontario M5S0A4",43.6671237,-79.3891499,C4681860
"#1402 -77 CHARLES ST W|Toronto, Ontario M5S0B2",43.6676274713427,-79.3900452924634,C4651887
"179 CRAWFORD ST|Toronto, Ontario M6J2V5",43.6473366,-79.4157917,C4600157
"55 PHEASANT  LANE|Toronto, Ontario M9A1T5",43.6629702,-79.543007,W4650395
"214 CARLTON ST|Toronto, Ontario M5A2L1",43.6641102,-79.3699295,C4627210
"#3401 -50 YORKVILLE AVE|Toronto, Ontario M4W1L4",43.6718883,-79.388966,C4673080
"13 CLARENDON AVE|Toronto, Ontario M4V1H8",43.6829261,-79.4014235,C4682484
,,,
"119 THE KINGSWAY|Toronto, Ontario M8X2T9",43.6537137,-79.5114021,W4678379
"#802 -206 BLOOR ST W|Toronto, Ontario M5S1T8",43.6685251,-79.3955643,C4625368
"79 ROCHESTER AVE|Toronto, Ontario M4N1N7",43.7242731,-79.3906142,C4678761
"94B ADMIRAL RD|Toronto, Ontario M5R2L6",43.674349,-79.4021722,C4642257
"94A ADMIRAL RD|Toronto, Ontario M5R2L6",43.674349,-79.4021722,C4650605
"316 WARREN RD|Toronto, Ontario M5P2M8",43.7023127,-79.414227,C4676441
"5 ST. EDMUND'S DR|Toronto, Ontario M4N2P6",43.7225542,-79.4002032,C4676938
"30 EDENBROOK HILL|Toronto, Ontario M9A3Z6",43.6726678,-79.5255469,W4607881
"#7910 -388 YONGE ST|Toronto, Ontario M5B0A4",43.6595342,-79.3828255,C4679583
"#4901 -183 WELLINGTON ST W|Toronto, Ontario M5V0A1",43.645266,-79.3871212,C4646854
"2 SHADY OAKS CRES|Toronto, Ontario M3C2L5",43.7266542,-79.3642275,C4597462
"7 DOUGLAS CRES|Toronto, Ontario M4W2E6",43.6903049,-79.3676313,C4682499
"11 ASHLEY PARK RD|Toronto, Ontario M9A4C9",43.6631192,-79.5167046,W4669203
"63 DOUGLAS CRES|Toronto, Ontario M4W2E6",43.6921782,-79.3660798,C4629842
"62 RUSSELL HILL RD|Toronto, Ontario M4V2T2",43.6812573,-79.4057444,C4675742
"10 GLEN RUSH BLVD|Toronto, Ontario M5N2T3",43.7144371,-79.4243004,C4597403
"#GPH22 -155 MERCHANTS' WHARF|Toronto, Ontario",43.6448142,-79.3620549,C4614686
"35 DONEGALL DR|Toronto, Ontario M4G3G6",43.7056893,-79.3735696,C4678813
"50 RUSSELL HILL RD|Toronto, Ontario M4V2T2",43.681101,-79.404667,C4661992
"70 NORTH DR|Toronto, Ontario M9A4R2",43.6778597,-79.5198622,W4596368
"#204 -200 RUSSELL HILL RD|Toronto, Ontario M4V2T2",43.6821093,-79.4066123,C4456731
"46 EDGEHILL RD|Toronto, Ontario M9A4N5",43.6698343,-79.5169062,W4612690
"#2A -36 HAZELTON AVE|Toronto, Ontario M5R2E2",43.671864,-79.3938104,C4631489
"#1001 -151 AVENUE RD|Toronto, Ontario M5R2H7",43.6742654,-79.3962087,C4630139
"92 NORTH DR|Toronto, Ontario M9A4R2",43.6773303,-79.5217901,W4506911
,,,
"51 BALMORAL AVE|Toronto, Ontario M4V1J5",43.6853387,-79.3953576,C4615289
"150 VIEWMOUNT AVE|Toronto, Ontario M6B1T7",43.7087936,-79.4365978,C4632770
"64 BLYTH HILL RD|Toronto, Ontario M4N3L8",43.7183842,-79.382713,C4643328
"54 ST ANDREWS GDNS|Toronto, Ontario M4W2E1",43.6860934,-79.374158,C4634423
,,,
"#1404 -29 QUEENS QUAY E|Toronto, Ontario M5E0A4",43.6413595,-79.3725145,C4667345
"1 WESTMOUNT PARK RD|Toronto, Ontario M9P1R4",43.690542,-79.5297566,W4596117
"37 FARNHAM AVE|Toronto, Ontario M4V1H6",43.6844766,-79.3946195,C4673837
"12 EDENBROOK HILL|Toronto, Ontario M9A3Z6",43.6708081,-79.524469,W4675324
"66 BRUNSWICK AVE|Toronto, Ontario M5S2L7",43.6594019,-79.4050904,C4676857
"#1311 -505 RICHMOND ST W|Toronto, Ontario M5V1Y3",43.6469443,-79.3989059,C4640266
"78 FARNHAM AVE|Toronto, Ontario M4V1H4",43.6844658,-79.3965786,C4631740
"247 LYTTON BLVD|Toronto, Ontario M5N1R7",43.71363,-79.4124697,C4681993
"311 HILLHURST BLVD|Toronto, Ontario M6B1M9",43.7077128,-79.4308279,C4676280
"11 MUNRO PARK AVE|Toronto, Ontario M4E3M2",43.671518,-79.2823975,E4665094
"#1402 -206 BLOOR ST W|Toronto, Ontario M5S1T8",43.6685251,-79.3955643,C4636148
"185 EDENBRIDGE DR|Toronto, Ontario M9A3G7",43.6751272,-79.5138407,W4677067
"#1302 -25 SCRIVENER SQ|Toronto, Ontario M4W3Y6",43.6807098,-79.3894335,C4616432
"177 GOLFDALE RD|Toronto, Ontario M4N2C1",43.7330412,-79.3979831,C4670054
"103 DUNLOE RD|Toronto, Ontario M5P2T7",43.6965972,-79.4137037,C4678268
"#806 -151 AVENUE RD|Toronto, Ontario M5R2H7",43.6742654,-79.3962087,C4629983
"46 BOSWELL AVE|Toronto, Ontario M5R1M4",43.6724046,-79.3977516,C4578328
"559 SPADINA RD|Toronto, Ontario M5P2W9",43.6940904,-79.4146271,C4664083
"50 EDENBROOK HILL|Toronto, Ontario M9A3Z9",43.6746573,-79.5279417,W4578183
"257 DUNVEGAN RD|Toronto, Ontario M5P2P5",43.6993744,-79.4153968,C4597805
"52 TEDDINGTON PARK AVE|Toronto, Ontario M4N2C6",43.7338731,-79.4013027,C4669765
"#10B -22 ST THOMAS ST|Toronto, Ontario M5S2B9",43.6688556,-79.3909795,C4682143
"206 ST LEONARD'S AVE|Toronto, Ontario M4N1K7",43.724405,-79.3867448,C4680889
"237 ST LEONARD'S AVE|Toronto, Ontario M4N1K9",43.7246406,-79.3841804,C4677609
"70 WEYBOURNE CRES|Toronto, Ontario M4N2S1",43.7244916,-79.3995436,C4621027
"41 VALECREST DR|Toronto, Ontario M9A4P5",43.6732359,-79.5188165,W4544849
"#PH-1 -290 ADELAIDE ST W|Toronto, Ontario M5V1P6",43.64787,-79.391138,C4665941
"#PH1 -155 YORKVILLE AVE|Toronto, Ontario M5R1C4",43.6703202,-79.3944332,C4616161
"139 SHELDRAKE BLVD|Toronto, Ontario M4P2B1",43.715268,-79.3958862,C4678021
"#101 -200 RUSSELL HILL RD|Toronto, Ontario M4V2T2",43.6821093,-79.4066123,C4626314
"274 FOREST HILL RD|Toronto, Ontario M5P2N6",43.6999419,-79.4154142,C4573134
"22 STRATHEARN BLVD|Toronto, Ontario M5P1S7",43.6911059,-79.4155945,C4607688
"167 ROSEDALE HEIGHTS DR|Toronto, Ontario M4T1C7",43.6879395,-79.3753959,C4681947
"#4602 -50 YORKVILLE AVE|Toronto, Ontario M4W0A3",43.6724243,-79.3900373,C4668534
"#3703 -50 YORKVILLE AVE|Toronto, Ontario M4W0A3",43.6724243,-79.3900373,C4588089
"1 STRATHEDEN RD|Toronto, Ontario M4N1E2",43.7210317,-79.3866936,C4630636
"41 SAINTFIELD AVE|Toronto, Ontario M3C2M9",43.7289676,-79.3580181,C4631714
"37 GLOUCESTER ST|Toronto, Ontario M4Y1L8",43.6667947,-79.3834458,C4618013
"#5401 -16 HARBOUR ST|Toronto, Ontario M5J2C7",43.6430094,-79.3768011,C4661279
"#4401 -50 YORKVILLE AVE|Toronto, Ontario M4W1L4",43.6718883,-79.388966,C4667732
"166 CLINTON ST|Toronto, Ontario M6G2Y3",43.658445,-79.415402,C4611923
"64 HIGHLAND AVE|Toronto, Ontario M4W2A3",43.6820574,-79.3778594,C4668776
"#1602 -80 YORKVILLE AVE|Toronto, Ontario M5R1B9",43.6717039,-79.391684,C4668215
"#4604 -183 WELLINGTON ST W|Toronto, Ontario M5V0A1",43.645266,-79.3871212,C4676678
"18A WESTMOUNT PARK RD|Toronto, Ontario M9P1R5",43.6911939,-79.5268825,W4625469
"#PH 10 -10 YORK ST|Toronto, Ontario M5J0E1",43.6410867,-79.3814047,C4629553
"43 NORTH DR|Toronto, Ontario M9A4R1",43.676803,-79.516923,W4584073
"33 BAYVIEW WOOD|Toronto, Ontario M4N1R8",43.7267833,-79.3837107,C4678945
"208 ROXBOROUGH DR|Toronto, Ontario M4W1X8",43.6837933,-79.3685112,C4608489
"#PH1 -77 CHARLES ST W|Toronto, Ontario M5S0B2",43.6677468,-79.3903146,C4610302
"47 DANESWOOD RD|Toronto, Ontario M4N3J7",43.7236064,-79.3813784,C4669350
"328 RIVERVIEW DR|Toronto, Ontario M4N3E1",43.7323675,-79.3898052,C4678069
"43 RUSSELL HILL RD|Toronto, Ontario M4V2S9",43.6819078,-79.4035555,C4600820
"38 PARK LANE CIRC|Toronto, Ontario M3C2N2",43.7315702,-79.3719467,C4678978
"65 KINGSWAY CRES|Toronto, Ontario M8X2R5",43.6578834,-79.5028196,W4577046
"32 CASTLE FRANK RD|Toronto, Ontario M4W2Z6",43.676744,-79.3704338,C4640439
"20 HIGH POINT RD|Toronto, Ontario M3B2A4",43.7330906,-79.3692239,C4505342
"124 PARK RD|Toronto, Ontario M4W2N7",43.676495,-79.3822383,C4396461
"194 ROXBOROUGH DR|Toronto, Ontario M4W1X8",43.6848566,-79.3687762,C4425097
"138 DUNVEGAN RD|Toronto, Ontario M4V2R3",43.6938366,-79.4083389,C4443133
"85 THE BRIDLE PATH|Toronto, Ontario M3C2P1",43.732961,-79.3644537,C4672350
"71 THE BRIDLE PATH|Toronto, Ontario M3B2B2",43.7356304,-79.3687317,C4678024
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
